order_id,user_id,item_id,quantity,order_date
6155,5144,475,1,2025-01-06
6156,7138,208,7,2023-10-16
6157,2524,213,8,2024-10-31
6158,502,171,6,2024-10-25
6159,1938,158,4,2025-04-11
6160,7972,451,8,2023-10-24
6161,6494,302,4,2025-02-13
6162,6641,221,4,2024-02-26
6163,4694,125,10,2024-07-03
6164,2702,173,3,2024-03-07
6165,9798,168,10,2024-06-04
6166,6175,437,2,2024-02-04
6167,1650,43,2,2025-01-23
6168,140,77,9,2025-02-18
6169,7022,253,2,2023-08-07
6170,2489,27,1,2024-12-22
6171,7721,91,1,2024-07-22
6172,2187,150,6,2024-09-01
6173,5854,342,10,2024-07-21
6174,1434,21,3,2024-10-23
6175,5076,170,2,2024-06-12
6176,639,299,2,2024-05-02
6177,648,315,1,2024-03-14
6178,3150,405,3,2024-07-13
6179,6404,422,8,2025-02-12
6180,1762,137,10,2023-05-17
6181,4775,316,9,2024-12-07
6182,1175,426,10,2023-11-07
6183,4661,71,2,2024-04-04
6184,7575,311,5,2025-01-11
6185,2579,330,9,2023-12-12
6186,1575,255,10,2025-01-04
6187,3667,353,5,2023-09-26
6188,525,202,6,2025-01-08
6189,2668,356,8,2023-05-26
6190,7414,184,9,2024-04-19
6191,5021,151,7,2024-02-03
6192,6849,414,4,2023-06-18
6193,5068,342,6,2023-12-12
6194,3450,124,8,2024-12-17
6195,2437,361,3,2024-05-15
6196,603,41,1,2023-06-06
6197,9629,449,2,2024-06-30
6198,2420,56,8,2023-06-02
6199,2067,77,2,2024-11-28
6200,4629,395,6,2023-11-02
6201,5243,297,4,2024-09-09
6202,7891,223,7,2024-09-06
6203,2009,477,9,2023-10-18
6204,9629,155,4,2024-08-17
6205,7754,336,1,2024-08-17
6206,5968,81,7,2023-07-02
6207,3138,177,2,2024-08-26
6208,802,17,5,2025-04-07
6209,6383,96,8,2023-09-21
6210,7595,338,7,2024-11-20
6211,5302,231,3,2025-02-16
6212,5357,382,7,2024-02-10
6213,5158,491,10,2023-12-20
6214,3015,4,3,2023-05-10
6215,4106,213,2,2024-11-10
6216,7978,449,6,2023-08-31
6217,2428,22,3,2025-05-03
6218,3933,263,10,2024-10-16
6219,8116,491,5,2023-12-05
6220,3314,370,3,2023-08-10
6221,6847,20,1,2024-12-16
6222,5911,365,6,2024-02-26
6223,6112,173,1,2023-11-15
6224,1714,248,9,2023-06-10
6225,3305,109,3,2025-01-31
6226,5448,349,9,2024-06-26
6227,4481,272,7,2023-08-18
6228,8663,303,10,2024-10-01
6229,3223,223,1,2023-06-11
6230,7454,494,10,2023-11-21
6231,8965,149,9,2023-10-13
6232,7479,23,5,2024-04-27
6233,5450,10,7,2024-04-20
6234,9656,322,2,2024-12-29
6235,7775,425,7,2024-08-31
6236,7595,469,10,2023-05-14
6237,9370,119,6,2023-12-10
6238,9682,115,8,2024-08-31
6239,4337,154,1,2025-02-10
6240,3760,343,10,2025-03-20
6241,4164,203,5,2024-08-31
6242,71,272,4,2025-04-01
6243,665,114,8,2024-09-11
6244,3916,204,1,2024-03-11
6245,7046,25,2,2024-11-11
6246,4484,275,9,2023-08-22
6247,6829,9,9,2024-06-01
6248,5017,394,10,2024-12-22
6249,839,255,10,2025-03-03
6250,3497,274,9,2024-09-18
6251,4712,400,2,2025-01-19
6252,3848,474,7,2023-12-26
6253,9188,372,6,2023-09-05
6254,2904,280,4,2025-02-18
6255,233,351,7,2024-01-09
6256,1306,169,4,2025-04-30
6257,7863,11,2,2024-06-25
6258,2128,477,5,2023-05-24
6259,2770,337,5,2024-10-18
6260,4213,213,3,2023-06-16
6261,6987,105,3,2023-06-05
6262,5922,50,5,2024-12-29
6263,5071,278,9,2024-05-12
6264,1124,40,3,2023-11-19
6265,1990,437,1,2024-09-17
6266,3925,34,5,2023-11-29
6267,2933,59,8,2024-09-18
6268,5531,63,9,2023-08-23
6269,8759,239,9,2024-11-19
6270,2001,247,10,2023-08-05
6271,4560,403,2,2023-12-18
6272,5837,404,2,2025-02-21
6273,5788,91,7,2024-07-13
6274,3102,280,5,2023-11-15
6275,299,467,10,2024-08-13
6276,1416,33,3,2024-01-09
6277,2389,176,3,2024-03-12
6278,8554,418,9,2024-04-24
6279,3182,246,6,2024-12-24
6280,489,175,7,2024-05-13
6281,7085,54,9,2023-12-12
6282,6594,109,3,2024-01-28
6283,3116,318,8,2023-09-11
6284,9607,383,2,2024-09-11
6285,3716,428,8,2023-10-07
6286,9134,395,8,2025-01-23
6287,6346,165,6,2023-11-07
6288,3263,461,1,2024-06-29
6289,597,232,4,2023-08-07
6290,61,293,6,2024-11-29
6291,281,341,6,2023-12-19
6292,5550,213,1,2023-11-28
6293,5164,442,8,2024-09-18
6294,1397,69,2,2023-07-29
6295,9743,267,9,2023-05-31
6296,1909,304,3,2024-11-11
6297,7757,254,9,2024-06-28
6298,9038,372,6,2024-02-13
6299,1963,320,1,2024-05-19
6300,5195,126,5,2024-05-20
6301,8800,421,7,2024-08-16
6302,4808,20,2,2024-07-28
6303,900,481,5,2023-06-29
6304,2244,357,5,2025-04-04
6305,6220,79,5,2024-10-23
6306,5570,436,7,2025-01-13
6307,1219,500,9,2024-04-16
6308,5961,39,8,2023-11-17
6309,5053,379,5,2023-08-14
6310,6667,12,1,2023-09-25
6311,4672,168,3,2025-04-13
6312,1525,446,3,2024-06-11
6313,8601,309,10,2024-05-05
6314,1641,186,2,2023-08-16
6315,1560,500,5,2024-04-03
6316,5469,163,2,2025-02-08
6317,2993,296,4,2023-11-25
6318,9540,410,2,2024-02-01
6319,3794,26,5,2023-06-16
6320,5104,431,9,2025-01-13
6321,8869,468,2,2024-10-17
6322,8994,479,10,2024-04-18
6323,8947,153,9,2023-11-18
6324,4875,52,7,2024-06-23
6325,668,160,7,2025-02-19
6326,1524,337,6,2023-10-05
6327,4409,380,1,2023-10-01
6328,2243,36,2,2024-11-21
6329,9639,3,2,2023-06-06
6330,7815,22,8,2024-05-24
6331,5917,208,9,2024-09-28
6332,1752,136,3,2024-05-16
6333,9681,482,9,2023-06-28
6334,4057,42,6,2023-11-01
6335,2759,95,10,2025-02-22
6336,1702,323,1,2023-07-27
6337,7706,112,3,2023-11-03
6338,2775,378,9,2024-02-20
6339,3910,209,1,2024-07-08
6340,8569,449,5,2025-02-25
6341,9449,407,4,2024-06-20
6342,8072,281,4,2023-09-19
6343,973,221,4,2024-05-19
6344,6365,99,9,2024-04-25
6345,4796,177,3,2023-11-05
6346,6628,499,10,2024-06-26
6347,6743,467,10,2024-07-08
6348,4714,138,4,2024-05-10
6349,2043,362,7,2025-04-14
6350,4178,332,10,2023-09-30
6351,8154,1,2,2024-04-24
6352,6645,303,4,2024-11-10
6353,4145,354,3,2024-07-26
6354,9448,95,10,2023-07-24
6355,1966,496,4,2024-10-06
6356,2171,365,1,2023-12-16
6357,3783,128,1,2025-04-13
6358,1183,351,7,2024-12-27
6359,2179,495,4,2024-02-01
6360,4531,492,2,2024-07-08
6361,9414,2,4,2025-02-20
6362,1815,425,1,2023-11-30
6363,6773,55,6,2025-02-01
6364,3381,229,3,2023-06-19
6365,2409,371,2,2024-09-01
6366,6042,167,7,2025-01-12
6367,6206,338,9,2023-08-12
6368,4507,228,4,2024-11-13
6369,2391,106,7,2024-02-12
6370,5787,97,4,2024-10-02
6371,8027,251,5,2023-05-26
6372,7168,26,5,2023-09-20
6373,51,222,8,2023-10-22
6374,2599,32,1,2025-04-05
6375,7517,269,5,2023-08-30
6376,3340,212,2,2025-04-13
6377,4706,73,5,2023-09-23
6378,4577,91,7,2024-12-19
6379,226,243,9,2023-12-21
6380,1070,301,8,2023-09-27
6381,5700,156,4,2024-05-10
6382,7363,103,5,2024-01-26
6383,7813,494,7,2023-05-18
6384,4418,83,8,2023-12-19
6385,3614,225,3,2024-07-28
6386,281,400,4,2024-01-01
6387,7962,197,4,2024-11-20
6388,9040,261,3,2024-08-31
6389,1800,138,6,2024-04-05
6390,8553,131,2,2023-10-13
6391,4454,442,9,2025-03-17
6392,5083,383,7,2023-07-18
6393,333,33,10,2024-02-24
6394,1756,124,5,2024-06-28
6395,4131,415,4,2024-10-19
6396,9109,439,10,2024-12-28
6397,9412,410,9,2024-10-27
6398,2998,322,8,2024-09-29
6399,8657,2,3,2023-10-13
6400,321,168,9,2023-12-22
6401,6877,291,6,2024-03-14
6402,24,247,4,2023-05-12
6403,3070,56,5,2024-11-08
6404,6961,129,5,2023-09-28
6405,9605,103,7,2024-07-27
6406,9857,290,10,2024-06-12
6407,5848,50,7,2024-11-23
6408,7731,320,4,2023-08-05
6409,4013,167,1,2023-10-16
6410,5508,183,8,2024-12-13
6411,3952,273,6,2025-01-01
6412,8080,117,7,2025-03-21
6413,9215,9,2,2024-01-13
6414,1691,290,3,2025-01-07
6415,3790,211,1,2024-01-22
6416,3359,240,7,2023-06-04
6417,8766,379,2,2024-07-14
6418,1682,349,9,2023-09-08
6419,7230,368,3,2023-11-13
6420,3617,378,4,2024-08-15
6421,3580,190,2,2023-07-31
6422,600,132,1,2025-03-21
6423,9626,210,2,2024-02-20
6424,4595,330,10,2023-10-26
6425,7371,458,4,2024-04-21
6426,1532,175,4,2024-06-01
6427,1947,48,5,2024-05-19
6428,9803,275,4,2023-05-19
6429,724,244,5,2025-01-16
6430,8865,86,1,2024-05-30
6431,8021,419,4,2023-08-19
6432,6748,455,6,2023-06-15
6433,1640,46,9,2023-07-18
6434,9550,118,10,2024-10-15
6435,4550,1,7,2024-01-28
6436,5718,479,6,2023-09-27
6437,7412,285,3,2024-10-08
6438,441,379,2,2024-01-14
6439,9367,11,5,2024-01-24
6440,3155,89,3,2024-11-24
6441,3838,378,1,2024-10-11
6442,2940,101,4,2025-02-05
6443,3239,68,5,2025-03-25
6444,7551,32,8,2025-02-01
6445,3697,317,3,2023-05-20
6446,516,61,4,2025-03-14
6447,6008,322,5,2025-01-09
6448,7075,79,2,2025-03-12
6449,2607,243,7,2024-02-16
6450,125,88,6,2024-08-19
6451,576,273,3,2024-11-27
6452,6888,56,2,2024-03-29
6453,2582,109,2,2024-05-17
6454,2519,213,2,2024-01-29
6455,7121,118,3,2025-05-03
6456,4361,366,9,2024-01-20
6457,9094,453,9,2023-07-08
6458,9695,461,10,2024-11-26
6459,5408,454,8,2024-07-29
6460,2579,425,10,2025-05-01
6461,8731,339,10,2025-03-10
6462,3533,489,8,2023-07-25
6463,6962,89,10,2024-11-24
6464,7293,143,6,2023-09-09
6465,4264,311,4,2024-12-15
6466,329,101,7,2024-07-19
6467,4843,193,9,2023-06-10
6468,7617,475,2,2023-12-27
6469,9526,60,3,2023-09-24
6470,882,118,9,2025-01-08
6471,1855,287,8,2024-07-14
6472,6466,466,10,2024-02-22
6473,2216,28,9,2025-01-30
6474,2946,276,4,2024-04-21
6475,2072,124,1,2024-03-28
6476,8330,440,10,2024-06-05
6477,8908,453,2,2024-03-28
6478,3957,276,9,2025-04-04
6479,1370,174,9,2023-05-10
6480,8808,48,5,2023-07-30
6481,4279,171,9,2024-03-13
6482,2232,424,3,2025-02-13
6483,722,219,8,2023-06-03
6484,3364,72,4,2024-02-07
6485,1465,266,3,2023-08-01
6486,7248,37,7,2025-04-27
6487,8958,42,6,2024-02-04
6488,7552,85,5,2023-05-15
6489,5533,16,1,2023-07-24
6490,189,400,1,2024-04-10
6491,397,442,1,2025-02-19
6492,1371,166,3,2025-01-29
6493,9599,42,2,2025-01-28
6494,3120,247,2,2023-06-27
6495,7193,402,9,2024-07-11
6496,6088,30,10,2023-06-12
6497,424,369,3,2025-04-22
6498,5790,161,7,2024-04-11
6499,1887,407,9,2024-04-10
6500,4750,386,5,2024-11-19
6501,4274,82,2,2024-05-25
6502,8942,417,3,2025-02-13
6503,9837,343,10,2023-06-23
6504,8848,245,5,2023-08-03
6505,8047,268,2,2023-05-12
6506,2468,90,5,2024-09-15
6507,8216,319,1,2024-01-12
6508,5147,195,8,2024-05-15
6509,662,260,7,2023-12-18
6510,7657,14,1,2025-02-08
6511,9818,26,1,2023-11-16
6512,4281,454,4,2023-10-26
6513,6192,177,6,2024-11-24
6514,1454,186,9,2023-06-27
6515,4507,272,3,2025-04-26
6516,6639,194,10,2023-05-09
6517,2015,121,7,2023-05-11
6518,2446,409,5,2023-10-12
6519,8384,117,6,2024-01-23
6520,6055,339,1,2023-07-27
6521,6000,159,3,2023-07-27
6522,9451,193,1,2024-02-18
6523,9053,366,1,2024-01-20
6524,7697,28,7,2024-02-13
6525,3407,124,7,2024-10-01
6526,9865,439,10,2024-03-27
6527,9147,236,10,2024-01-16
6528,5818,403,1,2024-07-27
6529,8616,95,3,2024-04-13
6530,1058,32,5,2024-05-03
6531,770,476,2,2024-12-19
6532,6418,130,9,2024-07-09
6533,2036,456,9,2024-05-24
6534,8672,379,1,2025-03-09
6535,4287,321,5,2025-02-15
6536,2908,281,8,2023-11-01
6537,8167,451,4,2023-05-20
6538,8449,100,7,2025-04-08
6539,3076,271,2,2024-03-02
6540,6549,138,4,2023-08-25
6541,2538,345,2,2023-06-14
6542,2319,357,7,2024-07-05
6543,4836,372,3,2024-05-03
6544,8548,293,5,2025-02-24
6545,6679,153,3,2023-09-10
6546,340,125,7,2023-06-15
6547,2139,189,9,2023-12-02
6548,7060,110,2,2024-12-01
6549,5073,492,5,2023-12-26
6550,1347,237,1,2023-09-01
6551,6393,150,7,2023-05-10
6552,2567,182,6,2024-09-28
6553,4762,444,1,2023-09-29
6554,3058,207,4,2023-05-11
6555,6047,175,9,2025-04-01
6556,3064,151,4,2024-09-20
6557,382,343,2,2024-06-21
6558,7698,194,5,2024-12-13
6559,6737,406,5,2024-10-10
6560,4762,263,10,2023-10-12
6561,8690,259,1,2024-10-30
6562,3701,375,2,2024-11-26
6563,6036,124,9,2025-01-20
6564,8208,266,3,2023-10-02
6565,4513,170,3,2023-08-22
6566,7630,313,1,2025-01-22
6567,5570,20,5,2024-06-09
6568,943,437,5,2024-05-21
6569,3913,105,4,2024-11-29
6570,3424,497,6,2023-07-12
6571,3184,425,9,2024-12-27
6572,4223,301,6,2024-03-21
6573,2002,203,4,2025-03-07
6574,2317,413,2,2024-01-17
6575,1476,49,10,2024-10-13
6576,7451,270,8,2023-05-24
6577,2028,279,1,2024-08-04
6578,9937,500,4,2024-09-22
6579,3951,304,2,2023-09-06
6580,3244,253,4,2025-02-26
6581,2208,208,6,2024-01-31
6582,3699,21,7,2023-09-17
6583,570,371,2,2024-09-26
6584,1375,471,10,2023-11-16
6585,8273,255,6,2024-05-06
6586,6379,49,8,2024-06-28
6587,8204,440,7,2024-10-30
6588,9053,369,9,2024-07-29
6589,138,6,3,2024-03-06
6590,3420,421,1,2024-09-21
6591,482,301,2,2025-02-15
6592,5482,399,7,2024-08-15
6593,1836,282,3,2023-09-17
6594,9785,269,1,2023-09-21
6595,4005,353,7,2024-05-05
6596,5470,242,8,2023-10-10
6597,4324,374,5,2025-02-21
6598,9767,62,7,2023-07-13
6599,51,452,10,2024-05-07
6600,3502,201,6,2024-06-24
6601,9991,406,6,2024-12-16
6602,2195,454,1,2025-01-16
6603,1250,160,10,2024-03-08
6604,1162,414,2,2025-01-01
6605,8618,328,10,2024-07-18
6606,4700,56,9,2023-10-02
6607,4789,116,4,2025-01-06
6608,6505,272,8,2023-11-03
6609,5619,430,1,2024-10-05
6610,9611,72,7,2023-05-21
6611,3191,88,3,2023-07-13
6612,3533,311,10,2023-10-04
6613,8288,76,2,2025-02-19
6614,3935,232,5,2024-05-23
6615,5492,173,7,2024-03-05
6616,1258,48,5,2024-03-16
6617,598,357,5,2023-06-02
6618,2131,267,9,2024-01-02
6619,6673,482,1,2024-03-02
6620,6011,323,1,2023-07-14
6621,5530,122,8,2024-05-25
6622,6480,220,7,2023-09-06
6623,760,266,2,2023-08-08
6624,1909,383,3,2024-06-01
6625,6989,400,1,2024-03-14
6626,691,484,4,2025-05-01
6627,908,267,4,2024-05-17
6628,5920,200,7,2023-10-27
6629,9953,46,1,2023-12-14
6630,6329,79,8,2024-05-15
6631,1191,165,4,2024-02-20
6632,1638,488,3,2023-08-22
6633,3582,131,6,2024-02-26
6634,5830,27,7,2024-07-29
6635,8341,282,3,2024-03-17
6636,7148,293,2,2024-08-30
6637,7953,321,8,2023-07-15
6638,6955,391,9,2024-05-07
6639,2337,319,4,2025-02-24
6640,8594,426,5,2023-06-15
6641,4758,384,1,2024-08-04
6642,1898,124,5,2023-12-17
6643,9086,3,9,2023-12-14
6644,7331,400,4,2023-08-20
6645,5614,153,4,2024-04-27
6646,7814,442,9,2024-09-18
6647,8661,70,7,2023-05-31
6648,756,109,4,2023-08-28
6649,6133,315,2,2023-07-18
6650,875,53,6,2024-03-02
6651,7398,354,1,2023-09-05
6652,9924,421,1,2024-06-21
6653,8314,189,10,2024-06-04
6654,9517,363,2,2024-05-21
6655,4741,147,10,2023-10-15
6656,2979,479,1,2024-11-04
6657,7424,131,10,2024-04-08
6658,2714,207,10,2025-04-04
6659,9385,320,7,2023-06-15
6660,9384,414,7,2024-07-25
6661,4857,426,9,2024-03-24
6662,9907,389,10,2024-02-07
6663,7475,46,9,2023-06-18
6664,4843,75,9,2023-08-21
6665,6000,297,7,2023-09-12
6666,9319,128,3,2025-03-26
6667,5413,290,2,2024-03-18
6668,4824,11,9,2025-01-20
6669,5073,292,10,2023-07-05
6670,3186,489,3,2024-12-31
6671,3120,56,3,2024-03-24
6672,3655,151,3,2023-05-20
6673,7044,207,10,2023-06-30
6674,9173,492,1,2024-08-03
6675,6682,319,1,2024-03-29
6676,9141,243,3,2023-07-14
6677,6521,328,2,2024-01-22
6678,7491,392,7,2024-09-10
6679,501,329,8,2024-09-27
6680,2850,384,4,2024-04-17
6681,5071,288,4,2023-09-26
6682,8520,311,4,2024-11-21
6683,5338,344,10,2024-11-14
6684,5928,333,4,2025-03-08
6685,8524,71,9,2024-04-11
6686,287,429,5,2024-04-11
6687,51,460,6,2024-11-29
6688,6677,455,2,2023-12-02
6689,2335,462,10,2023-07-17
6690,9995,223,6,2023-09-28
6691,491,282,3,2024-11-24
6692,6656,303,6,2024-06-03
6693,8922,347,3,2024-02-05
6694,7114,339,5,2023-09-30
6695,1532,402,9,2024-05-01
6696,6266,294,7,2025-01-24
6697,5648,209,2,2024-02-04
6698,3550,8,9,2023-12-22
6699,7896,415,7,2023-08-16
6700,1610,345,3,2024-10-08
6701,3118,414,9,2024-06-24
6702,5140,293,6,2025-03-03
6703,1970,129,4,2024-08-07
6704,4376,205,9,2024-07-11
6705,2441,124,10,2024-07-07
6706,5092,436,9,2024-05-13
6707,4455,321,1,2024-12-22
6708,483,427,3,2024-07-23
6709,7839,386,4,2025-03-06
6710,17,4,9,2024-07-19
6711,7115,308,7,2023-05-09
6712,6379,33,1,2023-08-17
6713,1914,427,7,2023-07-17
6714,8256,104,2,2024-04-02
6715,1331,343,4,2023-05-17
6716,5487,422,1,2024-01-20
6717,786,485,2,2023-07-31
6718,6148,271,1,2024-12-20
6719,4576,42,5,2023-09-17
6720,9938,38,6,2024-10-15
6721,891,233,7,2025-04-05
6722,2904,442,9,2023-11-30
6723,3210,447,10,2023-08-16
6724,7264,329,7,2023-08-03
6725,2354,26,6,2025-04-11
6726,3613,327,5,2024-04-01
6727,4426,9,8,2024-02-04
6728,7220,227,10,2024-04-04
6729,4613,201,3,2023-10-21
6730,954,366,8,2024-01-15
6731,2290,372,7,2025-01-06
6732,6745,344,3,2024-09-29
6733,9770,71,6,2024-06-15
6734,319,285,2,2024-06-13
6735,8063,372,8,2024-11-01
6736,6300,473,1,2024-11-02
6737,2638,290,10,2024-09-05
6738,1095,394,5,2024-05-20
6739,373,204,9,2023-10-24
6740,8742,135,2,2024-11-29
6741,3200,102,4,2025-05-01
6742,7437,119,2,2024-05-11
6743,2174,489,6,2024-10-27
6744,5864,367,3,2025-02-16
6745,3320,177,7,2023-09-23
6746,1782,240,9,2023-12-21
6747,1297,238,1,2023-12-08
6748,3358,435,3,2023-11-01
6749,1666,41,10,2025-02-27
6750,2677,1,7,2025-04-23
6751,1846,113,7,2024-09-28
6752,3899,423,9,2023-12-29
6753,5207,68,8,2024-07-12
6754,8123,280,10,2024-05-21
6755,5652,193,2,2023-08-02
6756,3120,112,8,2023-06-15
6757,1218,457,9,2025-01-14
6758,4862,158,5,2024-05-06
6759,9709,26,3,2023-12-22
6760,9484,166,1,2024-09-01
6761,2308,443,7,2024-04-01
6762,4818,262,1,2025-04-08
6763,1549,221,5,2023-09-22
6764,4666,28,4,2023-12-05
6765,7402,105,5,2024-01-24
6766,1665,204,8,2025-02-27
6767,8753,56,3,2023-07-26
6768,7590,380,8,2023-12-04
6769,8412,88,3,2024-02-23
6770,1232,8,3,2024-01-15
6771,1512,450,8,2025-05-01
6772,9651,275,3,2024-11-14
6773,1677,322,4,2024-03-03
6774,4278,266,7,2025-04-23
6775,2812,294,9,2023-07-19
6776,5573,377,8,2023-09-25
6777,9937,225,4,2024-03-12
6778,6980,444,4,2025-03-05
6779,8837,125,2,2025-03-20
6780,8443,91,9,2025-02-24
6781,5218,210,1,2024-06-30
6782,5546,118,10,2023-10-18
6783,7367,492,1,2024-02-12
6784,8075,403,10,2024-01-13
6785,8923,369,7,2024-03-13
6786,6600,349,2,2024-10-20
6787,7432,245,1,2024-05-29
6788,6598,441,8,2024-06-29
6789,3866,461,7,2025-01-28
6790,8492,400,3,2023-09-22
6791,254,187,1,2025-02-23
6792,6163,277,3,2024-12-21
6793,1383,338,3,2023-08-24
6794,2957,115,6,2024-08-04
6795,5373,346,3,2023-10-23
6796,1413,202,6,2025-02-26
6797,244,398,6,2024-05-01
6798,8833,230,2,2025-03-05
6799,4341,208,10,2024-01-06
6800,2464,376,2,2024-11-19
6801,8567,334,3,2023-08-27
6802,1192,293,3,2024-01-08
6803,5364,291,7,2023-11-30
6804,7483,387,10,2024-08-11
6805,647,286,10,2023-11-10
6806,8754,396,5,2024-09-05
6807,3854,221,10,2025-02-15
6808,9978,278,5,2023-10-04
6809,8958,445,1,2025-03-06
6810,2595,65,1,2025-05-05
6811,5422,409,1,2023-05-23
6812,9916,355,4,2024-06-12
6813,8885,222,10,2023-09-28
6814,4109,260,5,2025-03-07
6815,2130,153,10,2023-05-20
6816,5534,434,10,2024-02-06
6817,8392,284,2,2024-12-18
6818,1377,146,6,2023-06-19
6819,7404,321,9,2024-08-27
6820,8316,235,1,2023-10-27
6821,7232,47,6,2024-04-07
6822,2934,121,9,2024-09-30
6823,6581,230,7,2024-12-29
6824,7826,101,9,2024-11-16
6825,3060,14,10,2024-03-04
6826,7406,141,7,2024-12-02
6827,1278,494,10,2024-10-05
6828,1041,369,8,2024-04-25
6829,8109,313,9,2024-03-26
6830,8069,197,9,2025-03-11
6831,2457,439,10,2025-03-20
6832,9415,469,7,2024-06-13
6833,8288,255,3,2023-12-17
6834,2122,164,9,2025-02-20
6835,9451,101,8,2025-05-07
6836,626,405,9,2024-03-08
6837,5215,349,9,2025-01-25
6838,11,205,3,2023-07-01
6839,3891,189,1,2024-08-09
6840,4413,453,1,2024-04-22
6841,5905,387,7,2024-11-25
6842,6242,373,10,2023-10-07
6843,5438,352,8,2025-03-31
6844,9326,20,1,2024-01-31
6845,2046,86,5,2024-06-08
6846,8877,91,6,2023-12-16
6847,6137,138,5,2023-05-16
6848,2991,479,9,2024-07-25
6849,6442,236,10,2024-02-23
6850,6457,101,3,2024-10-31
6851,5784,424,10,2024-12-23
6852,4820,96,4,2023-10-12
6853,2181,350,9,2023-11-24
6854,9439,434,5,2023-10-04
6855,6413,426,4,2024-05-08
6856,3188,280,10,2025-03-05
6857,1690,175,7,2024-12-12
6858,2694,134,2,2024-04-25
6859,5372,96,9,2023-05-24
6860,5536,370,8,2024-04-29
6861,2915,468,6,2024-09-07
6862,6375,86,10,2024-09-27
6863,2816,207,10,2024-10-22
6864,3632,445,4,2023-07-24
6865,5626,272,10,2023-11-23
6866,6063,53,4,2025-01-25
6867,8266,55,9,2023-07-15
6868,6410,190,6,2025-01-01
6869,421,488,8,2024-09-13
6870,8503,135,7,2025-01-26
6871,9154,167,1,2023-07-13
6872,9993,165,8,2024-01-05
6873,4708,423,5,2024-09-08
6874,3674,4,4,2023-12-28
6875,5024,322,10,2023-07-28
6876,1966,450,9,2024-09-01
6877,9453,39,2,2023-10-24
6878,7885,307,8,2024-07-10
6879,2701,25,4,2023-11-28
6880,8545,427,6,2024-02-11
6881,9536,121,5,2024-08-23
6882,618,45,6,2023-08-18
6883,3444,202,5,2025-05-08
6884,1446,167,5,2023-05-17
6885,7434,56,6,2024-01-29
6886,5371,104,2,2024-12-20
6887,3549,374,3,2024-04-24
6888,5999,318,4,2023-09-14
6889,6873,244,9,2024-02-29
6890,1596,122,7,2024-06-23
6891,7330,436,6,2025-03-28
6892,751,9,10,2024-07-25
6893,4355,488,3,2024-04-08
6894,1788,146,2,2024-03-11
6895,577,398,6,2024-08-01
6896,2906,234,7,2023-10-24
6897,8671,486,2,2025-01-14
6898,9695,269,8,2024-03-03
6899,9200,31,10,2023-07-19
6900,2157,388,8,2025-03-07
6901,111,140,6,2024-04-25
6902,2127,121,9,2024-12-18
6903,8631,286,6,2023-12-09
6904,6590,84,3,2024-07-30
6905,5422,286,7,2024-01-22
6906,6818,30,6,2024-12-09
6907,9562,260,7,2023-06-06
6908,7370,276,8,2023-11-07
6909,4580,153,3,2023-12-31
6910,2265,253,6,2023-08-05
6911,8360,173,5,2024-11-06
6912,8870,324,6,2023-06-20
6913,9640,217,6,2024-09-11
6914,5200,404,10,2025-04-13
6915,4720,92,9,2024-08-12
6916,2112,156,10,2024-03-15
6917,1945,496,2,2025-03-04
6918,7015,171,1,2023-10-13
6919,2231,478,1,2024-08-04
6920,646,22,3,2024-06-18
6921,5028,191,4,2024-02-05
6922,9607,332,4,2024-02-17
6923,1192,491,4,2025-05-08
6924,2149,330,2,2023-10-06
6925,5341,445,6,2023-07-12
6926,1135,107,1,2023-11-14
6927,5309,175,8,2024-07-08
6928,554,268,4,2024-11-08
6929,6975,285,3,2023-06-10
6930,1645,146,5,2024-03-14
6931,4660,436,9,2025-05-04
6932,8599,316,7,2023-11-11
6933,6322,301,10,2024-05-21
6934,8039,74,8,2024-10-01
6935,3639,217,8,2024-01-21
6936,7227,369,5,2024-06-10
6937,6772,77,1,2025-01-13
6938,2126,188,9,2024-12-27
6939,2748,471,6,2024-07-06
6940,4718,108,2,2023-06-22
6941,8616,112,3,2024-04-17
6942,8903,414,2,2023-08-04
6943,2191,98,2,2023-10-15
6944,2070,103,10,2023-05-30
6945,2347,450,1,2024-07-02
6946,4995,320,2,2025-01-18
6947,967,194,1,2025-01-22
6948,1473,267,4,2023-07-14
6949,6806,135,8,2024-11-05
6950,2624,105,9,2023-11-02
6951,7589,177,1,2023-11-02
6952,8725,85,8,2025-04-25
6953,6620,266,2,2025-01-04
6954,7472,91,3,2024-06-25
6955,5736,246,8,2024-09-25
6956,5257,134,6,2023-09-23
6957,9209,322,5,2023-08-08
6958,7928,70,7,2024-07-31
6959,2536,442,10,2024-03-17
6960,536,167,3,2024-05-26
6961,1479,262,8,2024-07-25
6962,6266,461,9,2024-07-18
6963,3951,374,2,2023-12-21
6964,6431,28,9,2024-01-27
6965,2977,368,8,2023-11-22
6966,1982,331,8,2024-10-27
6967,2877,33,8,2023-11-06
6968,3524,102,8,2024-05-15
6969,3560,475,10,2023-09-06
6970,9545,495,3,2024-08-21
6971,480,167,3,2024-10-14
6972,2827,80,10,2023-10-20
6973,9288,466,10,2023-07-08
6974,3508,380,7,2024-06-27
6975,2805,490,2,2024-07-18
6976,6998,410,6,2025-02-16
6977,9588,39,5,2025-01-24
6978,3872,284,9,2024-09-03
6979,2358,122,3,2023-06-17
6980,5327,335,6,2025-04-23
